lang,size,threads,repeats,avg_time_ms,speedup,efficiency,rss_mb
python,256,1,3,1097.794,1.000,1.000,28.34
python,256,1,3,1083.631,1.000,1.000,30.51
python,256,1,3,1055.279,1.000,1.000,30.77
python,512,1,3,8338.404,1.000,1.000,54.30
python,512,1,3,8296.955,1.000,1.000,57.28
python,512,1,3,9207.839,1.000,1.000,59.67
python,1024,1,3,72134.775,1.000,1.000,158.18
python,1024,1,3,74078.414,1.000,1.000,159.38
python,1024,1,3,70455.459,1.000,1.000,162.84
